TOP_HOT_AIR_TEMP,Faulty_TOP_HOT_AIR_TEMP,CHAMBER_EXT_TEMP,Faulty_CHAMBER_EXT_TEMP,CHAMBER_OUTLET_TEMP,Faulty_CHAMBER_OUTLET_TEMP,FEED_PUMP_FLOW,Faulty_FEED_PUMP_FLOW
185.7,200.7,85.40000153,60.40000153,90.5,70.5,1030.156,830.156
185.8,200.8,85.59999847,60.59999847,90.8000031,70.8000031,1040.545,840.545
186.39999,201.39999,85.80000305,60.80000305,90.5999985,70.5999985,1038.21,838.21
183.2,198.2,85.5,60.5,90.0999985,70.0999985,1039.377,839.377
182.8,197.8,85.30000305,60.30000305,89.9000015,69.9000015,1023.268,823.268
184.3,199.3,84.90000153,59.90000153,90.0999985,70.0999985,1022.101,822.101
182.3,197.3,84.30000305,59.30000305,89.6999969,69.6999969,1026.654,826.654
182.3,197.3,84.5,59.5,89.5999985,69.5999985,1022.101,822.101
182.8,197.8,84.69999695,59.69999695,89.6999969,69.6999969,1030.156,830.156
184.5,199.5,84.80000305,59.80000305,89.9000015,69.9000015,1015.214,815.214
185.3,200.3,84.90000153,59.90000153,89.8000031,69.8000031,1020.934,820.934
185.39999,200.39999,85,60,90.3000031,70.3000031,1037.043,837.043
185.8,200.8,85.09999847,60.09999847,90.4000015,70.4000015,1023.268,823.268
185.8,200.8,85,60,90.8000031,70.8000031,1032.49,832.49
185.60001,200.60001,85.59999847,60.59999847,90.3000031,70.3000031,1033.658,833.658
184.89999,199.89999,84.90000153,59.90000153,89.6999969,69.6999969,1019.767,819.767
183.60001,198.60001,85,60,89.6999969,69.6999969,1023.268,823.268
182.89999,197.89999,84.5,59.5,89.5,69.5,1032.49,832.49
182,197,84.69999695,59.69999695,89.4000015,69.4000015,1037.043,837.043
182.8,197.8,84.59999847,59.59999847,89.3000031,69.3000031,1016.265,816.265
182.10001,197.10001,84.40000153,59.40000153,89.4000015,69.4000015,1022.101,822.101
182.89999,197.89999,84.90000153,59.90000153,89.3000031,69.3000031,1025.486,825.486
183,198,84.90000153,59.90000153,89.5999985,69.5999985,1032.49,832.49
182,197,84.5,59.5,89.8000031,69.8000031,1035.875,835.875
182.60001,197.60001,84.69999695,59.69999695,89.4000015,69.4000015,1028.988,828.988
181.8,196.8,84.69999695,59.69999695,89.6999969,69.6999969,1023.268,823.268
182.3,197.3,85,60,89.5999985,69.5999985,1022.101,822.101
183.8,198.8,84.80000305,59.80000305,89.5999985,69.5999985,1019.767,819.767
185.3,200.3,84.59999847,59.59999847,89.8000031,69.8000031,1033.658,833.658
185.8,200.8,84.5,59.5,90.0999985,70.0999985,1011.712,811.712
186,201,84.90000153,59.90000153,90.0999985,70.0999985,1018.599,818.599
185.7,200.7,84.90000153,59.90000153,89.9000015,69.9000015,1025.486,825.486
185.3,200.3,85.19999695,60.19999695,90.3000031,70.3000031,1019.767,819.767
185.60001,200.60001,85,60,90.0999985,70.0999985,1019.767,819.767
184.89999,199.89999,85.19999695,60.19999695,90.4000015,70.4000015,1024.436,824.436
184.5,199.5,85.19999695,60.19999695,90.1999969,70.1999969,1035.875,835.875
184.3,199.3,85.40000153,60.40000153,90.3000031,70.3000031,1020.934,820.934
183.7,198.7,85.80000305,60.80000305,90.4000015,70.4000015,1023.268,823.268
184.7,199.7,85.59999847,60.59999847,90.8000031,70.8000031,1034.825,834.825
185,200,85.59999847,60.59999847,90.4000015,70.4000015,1024.436,824.436
185.2,200.2,85.5,60.5,90.9000015,70.9000015,1023.268,823.268
184.2,199.2,85.40000153,60.40000153,90.9000015,70.9000015,1034.825,834.825
183.5,198.5,85.59999847,60.59999847,90.8000031,70.8000031,1012.879,812.879
183.5,198.5,85.80000305,60.80000305,90.5,70.5,1019.767,819.767
182.60001,197.60001,85.59999847,60.59999847,90.1999969,70.1999969,1019.767,819.767
182.39999,197.39999,85.40000153,60.40000153,90.3000031,70.3000031,1019.767,819.767
182.39999,197.39999,85.30000305,60.30000305,90,70,1033.658,833.658
181.7,196.7,85.30000305,60.30000305,90.3000031,70.3000031,1041.712,841.712
182.60001,197.60001,85.40000153,60.40000153,90,70,1034.825,834.825
182.8,197.8,85.5,60.5,90.1999969,70.1999969,1028.988,828.988
182,197,85.40000153,60.40000153,90.3000031,70.3000031,1030.156,830.156
181.7,196.7,85.30000305,60.30000305,90.3000031,70.3000031,1037.043,837.043
182.10001,197.10001,85.59999847,60.59999847,90.1999969,70.1999969,1030.156,830.156
182.10001,197.10001,85.19999695,60.19999695,89.8000031,69.8000031,1017.432,817.432
182.8,197.8,84.90000153,59.90000153,90,70,1020.934,820.934
186.3,201.3,86,61,91.5999985,71.5999985,992.1011,792.1011
185.60001,200.60001,86.30000305,61.30000305,91.3000031,71.3000031,980.5447,780.5447
185.60001,200.60001,86.09999847,61.09999847,91.1999969,71.1999969,992.1011,792.1011
184.8,199.8,85.90000153,60.90000153,91,71,997.821,797.821
184,199,86.19999695,61.19999695,91,71,989.7665,789.7665
183.5,198.5,86.40000153,61.40000153,91.5999985,71.5999985,994.4358,794.4358
182.2,197.2,86.19999695,61.19999695,91.3000031,71.3000031,987.4319,787.4319
183.5,198.5,86.19999695,61.19999695,91,71,988.5992,788.5992
185,200,86.19999695,61.19999695,91.4000015,71.4000015,993.2685,793.2685
184.8,199.8,85.80000305,60.80000305,90.6999969,70.6999969,990.9338,790.9338
184.60001,199.60001,85.80000305,60.80000305,90.6999969,70.6999969,992.1011,792.1011
184.3,199.3,85.90000153,60.90000153,91,71,984.0467,784.0467
184.8,199.8,85.90000153,60.90000153,91.1999969,71.1999969,996.6537,796.6537
186.10001,201.10001,86.09999847,61.09999847,91,71,987.4319,787.4319
185.10001,200.10001,86.09999847,61.09999847,90.5999985,70.5999985,975.9922,775.9922
185.8,200.8,85.90000153,60.90000153,91.1999969,71.1999969,992.1011,792.1011
184.60001,199.60001,85.80000305,60.80000305,91.0999985,71.0999985,996.6537,796.6537
182.8,197.8,85.59999847,60.59999847,91.0999985,71.0999985,975.9922,775.9922
182,197,85.69999695,60.69999695,90.6999969,70.6999969,996.6537,796.6537
183,198,85.59999847,60.59999847,90.5999985,70.5999985,987.4319,787.4319
184,199,85.59999847,60.59999847,90.3000031,70.3000031,984.0467,784.0467
185.10001,200.10001,85.59999847,60.59999847,90.6999969,70.6999969,981.712,781.712
185.7,200.7,85.30000305,60.30000305,90.0999985,70.0999985,980.5447,780.5447
186.10001,201.10001,84.90000153,59.90000153,90,70,987.4319,787.4319
182.3,197.3,84.5,59.5,89,69,986.3813,786.3813
182.8,197.8,85,60,89.5999985,69.5999985,978.2101,778.2101
184.8,199.8,85.09999847,60.09999847,89.1999969,69.1999969,989.7665,789.7665
186.10001,201.10001,84.90000153,59.90000153,88.8000031,68.8000031,974.8249,774.8249
183.89999,198.89999,84.69999695,59.69999695,89.4000015,69.4000015,996.6537,796.6537
186.2,201.2,84.5,59.5,89.6999969,69.6999969,997.821,797.821
183.3,198.3,85,60,90,70,992.1011,792.1011
186.5,201.5,85.09999847,60.09999847,90.0999985,70.0999985,992.1011,792.1011
183.8,198.8,85.5,60.5,90,70,989.7665,789.7665
186,201,85.19999695,60.19999695,90.0999985,70.0999985,979.3774,779.3774
183.8,198.8,85.5,60.5,90,70,995.6031,795.6031
186.5,201.5,85.40000153,60.40000153,90.0999985,70.0999985,985.214,785.214
183.7,198.7,85.30000305,60.30000305,90.1999969,70.1999969,997.821,797.821
186.39999,201.39999,85.19999695,60.19999695,90,70,990.9338,790.9338
183.39999,198.39999,85.59999847,60.59999847,89.5999985,69.5999985,982.8794,782.8794
186.10001,201.10001,85.19999695,60.19999695,90.4000015,70.4000015,988.5992,788.5992
182.5,197.5,85.30000305,60.30000305,89.6999969,69.6999969,988.5992,788.5992
185.2,200.2,85.80000305,60.80000305,90.5,70.5,994.4358,794.4358
182.60001,197.60001,85.09999847,60.09999847,89.8000031,69.8000031,986.3813,786.3813
184.8,199.8,85.59999847,60.59999847,90.1999969,70.1999969,1004.825,804.825
184.5,199.5,85,60,89.8000031,69.8000031,986.3813,786.3813
183.60001,198.60001,85.80000305,60.80000305,90.1999969,70.1999969,986.3813,786.3813
186,201,85.90000153,60.90000153,90.5,70.5,1000.156,800.156
182.8,197.8,85.5,60.5,89.5,69.5,990.9338,790.9338
185.8,200.8,86,61,90.3000031,70.3000031,981.712,781.712
182.7,197.7,85.30000305,60.30000305,89.5999985,69.5999985,987.4319,787.4319
185.5,200.5,85.19999695,60.19999695,89.5,69.5,975.9922,775.9922
183.39999,198.39999,83.5,58.5,87.6999969,67.6999969,1005.48,805.48
184.5,199.5,83.69999695,58.69999695,87.4000015,67.4000015,1005.48,805.48
185.1265,200.1265,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
185.1265,200.1265,88.40000153,63.40000153,89.1999969,69.1999969,1005.48,805.48
190.39999,205.39999,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
182.2,197.2,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
182,197,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
183.39999,198.39999,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
184,199,85.542239,60.542239,90.452079,70.452079,1005.48,805.48
185.3,200.3,88.19999695,63.19999695,93.4000015,73.4000015,921.712,721.712
185.39999,200.39999,87,62,92,72,1002.49,802.49
185.3,200.3,86.5,61.5,91.8000031,71.8000031,995.6031,795.6031
185.7,200.7,86.30000305,61.30000305,91.3000031,71.3000031,998.9883,798.9883
185.5,200.5,86.30000305,61.30000305,91.8000031,71.8000031,1000.156,800.156
186.10001,201.10001,86.69999695,61.69999695,92,72,1015.214,815.214
186,201,86.5,61.5,91.5,71.5,1011.712,811.712
185.8,200.8,86.59999847,61.59999847,92.1999969,72.1999969,1018.599,818.599
186,201,87.19999695,62.19999695,92.3000031,72.3000031,1016.265,816.265
185.89999,200.89999,87.30000305,62.30000305,92.6999969,72.6999969,1011.712,811.712
184.89999,199.89999,87.09999847,62.09999847,92.6999969,72.6999969,1016.265,816.265
183.60001,198.60001,87.59999847,62.59999847,92.8000031,72.8000031,1017.432,817.432
183,198,87.80000305,62.80000305,92.9000015,72.9000015,1014.047,814.047
182.10001,197.10001,88.19999695,63.19999695,93.0999985,73.0999985,1020.934,820.934
183.39999,198.39999,88.40000153,63.40000153,93.5,73.5,1018.599,818.599
184.2,199.2,88.40000153,63.40000153,93.9000015,73.9000015,1010.545,810.545
185.10001,200.10001,88.59999847,63.59999847,94,74,1024.436,824.436
185.39999,200.39999,88.69999695,63.69999695,94.4000015,74.4000015,1012.879,812.879
186,201,88.80000305,63.80000305,94.0999985,74.0999985,1014.047,814.047
185.8,200.8,88.40000153,63.40000153,93.4000015,73.4000015,1007.043,807.043
182.7,197.7,88.30000305,63.30000305,93.0999985,73.0999985,1018.599,818.599
183.8,198.8,88.59999847,63.59999847,93.9000015,73.9000015,1017.432,817.432
185.3,200.3,88.30000305,63.30000305,93.5999985,73.5999985,1014.047,814.047
185.89999,200.89999,87.90000153,62.90000153,93.3000031,73.3000031,1011.712,811.712
185.39999,200.39999,87.90000153,62.90000153,92.8000031,72.8000031,1016.265,816.265
182.7,197.7,87.90000153,62.90000153,92.6999969,72.6999969,1009.377,809.377
183.3,198.3,88.30000305,63.30000305,93.1999969,73.1999969,1022.101,822.101
184.8,199.8,87.90000153,62.90000153,93.5,73.5,1002.49,802.49
185.60001,200.60001,88.19999695,63.19999695,93.1999969,73.1999969,1004.825,804.825
186.2,201.2,88.30000305,63.30000305,93.4000015,73.4000015,1009.377,809.377
184.89999,199.89999,87.80000305,62.80000305,93,73,1011.712,811.712
182.7,197.7,87.90000153,62.90000153,93,73,1012.879,812.879
182.3,197.3,88.19999695,63.19999695,93.0999985,73.0999985,1010.545,810.545
183,198,88.09999847,63.09999847,93.3000031,73.3000031,1009.377,809.377
183.2,198.2,88.40000153,63.40000153,93.9000015,73.9000015,1008.21,808.21
184.3,199.3,88.5,63.5,93.4000015,73.4000015,1012.879,812.879
185.5,200.5,88.40000153,63.40000153,93.5,73.5,1002.49,802.49
186.2,201.2,88.19999695,63.19999695,93.4000015,73.4000015,1014.047,814.047
185.39999,200.39999,87.90000153,62.90000153,93.0999985,73.0999985,1018.599,818.599
185.5,200.5,88,63,92.9000015,72.9000015,1005.875,805.875
183.60001,198.60001,87.30000305,62.30000305,92.5,72.5,1007.043,807.043
182.10001,197.10001,87.5,62.5,92.1999969,72.1999969,1004.825,804.825
182.7,197.7,87.19999695,62.19999695,92.5,72.5,1018.599,818.599
183.89999,198.89999,87.40000153,62.40000153,92.4000015,72.4000015,1011.712,811.712
185,200,87.5,62.5,93,73,1008.21,808.21
185.60001,200.60001,87.5,62.5,92.5,72.5,1000.156,800.156
185.8,200.8,87.19999695,62.19999695,92,72,1002.49,802.49
185.89999,200.89999,87,62,91.5999985,71.5999985,1007.043,807.043
186.2,201.2,86.90000153,61.90000153,92.1999969,72.1999969,1004.825,804.825
185.7,200.7,86.90000153,61.90000153,91.9000015,71.9000015,1005.875,805.875
185.39999,200.39999,86.90000153,61.90000153,91.6999969,71.6999969,1004.825,804.825
185.39999,200.39999,86.5,61.5,91.9000015,71.9000015,994.4358,794.4358
184.8,199.8,86.69999695,61.69999695,91.4000015,71.4000015,995.6031,795.6031
183.60001,198.60001,86.59999847,61.59999847,91.4000015,71.4000015,998.9883,798.9883
183.3,198.3,86.69999695,61.69999695,91.3000031,71.3000031,998.9883,798.9883
183.60001,198.60001,86.5,61.5,91.4000015,71.4000015,996.6537,796.6537
184.89999,199.89999,85.59999847,60.59999847,90.5,70.5,1040.545,840.545
185.10001,200.10001,85.30000305,60.30000305,90,70,1045.097,845.097
185.7,200.7,85,60,90.0999985,70.0999985,1039.377,839.377
186,201,85,60,90.1999969,70.1999969,1032.49,832.49
185.7,200.7,85,60,89.5999985,69.5999985,1047.432,847.432
186,201,84.90000153,59.90000153,89.5999985,69.5999985,1033.658,833.658
185.60001,200.60001,84.59999847,59.59999847,89.5,69.5,1040.545,840.545
184.89999,199.89999,84.5,59.5,89.4000015,69.4000015,1038.21,838.21
184.5,199.5,84.40000153,59.40000153,89.1999969,69.1999969,1030.156,830.156
183.3,198.3,84.5,59.5,89.3000031,69.3000031,1034.825,834.825
182,197,84.69999695,59.69999695,88.9000015,68.9000015,1044.047,844.047
181.8,196.8,84.30000305,59.30000305,89.3000031,69.3000031,1040.545,840.545
181.7,196.7,84.80000305,59.80000305,89.5,69.5,1044.047,844.047
181.8,196.8,85.19999695,60.19999695,90,70,1048.599,848.599
182.10001,197.10001,85.30000305,60.30000305,90.1999969,70.1999969,1054.436,854.436
182,197,85.69999695,60.69999695,90.6999969,70.6999969,1054.436,854.436
182.5,197.5,86.09999847,61.09999847,91.0999985,71.0999985,1047.432,847.432
182.39999,197.39999,86.5,61.5,91.5,71.5,1053.268,853.268
183.8,198.8,86.5,61.5,91.5,71.5,1053.268,853.268
184.8,199.8,86.80000305,61.80000305,91.9000015,71.9000015,1052.101,852.101
184.60001,199.60001,86.40000153,61.40000153,91.6999969,71.6999969,1052.101,852.101
185.60001,200.60001,86.59999847,61.59999847,91.5999985,71.5999985,1053.268,853.268
184.7,199.7,86.19999695,61.19999695,91.0999985,71.0999985,1050.934,850.934
185.7,200.7,86.40000153,61.40000153,91.8000031,71.8000031,1037.043,837.043
185.2,200.2,86.40000153,61.40000153,91.5,71.5,1050.934,850.934
184.7,199.7,86.19999695,61.19999695,91.3000031,71.3000031,1046.265,846.265
184.5,199.5,86.09999847,61.09999847,91.4000015,71.4000015,1048.599,848.599
182.60001,197.60001,86.19999695,61.19999695,91.1999969,71.1999969,1049.766,849.766
181.60001,196.60001,86,61,90.9000015,70.9000015,1042.879,842.879
